":START_ID",":END_ID",":TYPE","chain_id","relation_key","contextual_stage","position","mechanism"
"2dea1e85-4eb6-59e6-8d56-388374e3fec1","967d3f30-ddec-5d37-b03d-60aecfa73d53","HAS_NODE","2dea1e85-4eb6-59e6-8d56-388374e3fec1","industry_chain:modified_plastics|has_node|chain_node:v1_721ad8551d52e6cbbf2a7a4a2af7daa65a5fb208","midstream","2","冻结链target_output列出“塑料材料”，并完成节点边界及直接经济作用复核；改性塑料是该选定路线的核心可观测经济单元。"
"2dea1e85-4eb6-59e6-8d56-388374e3fec1","def0b1c7-7620-5929-9c83-d850bb9df7f1","HAS_NODE","2dea1e85-4eb6-59e6-8d56-388374e3fec1","industry_chain:modified_plastics|has_node|chain_node:v2_be9bcfddf17c592d723ad4238f4970fb412ee418","upstream","1","冻结链scope列出“玻纤”，并完成节点边界及直接经济作用复核；玻璃纤维增强材料是该选定路线的核心可观测经济单元。"
"2dea1e85-4eb6-59e6-8d56-388374e3fec1","da448415-8c7a-5c82-babe-1f2ac07da727","MAPPED_TO_INDUSTRY","2dea1e85-4eb6-59e6-8d56-388374e3fec1","industry_chain:modified_plastics|mapped_to_industry|industry:sw:workbook_snapshot_v1:220503","","","该行业因子直接发现本链，产业链目标产出“通过填充、增强、阻燃或合金化获得特定性能的塑料材料”及范围“从通用和工程树脂、玻纤、阻燃剂及助剂到配方、混炼造粒、检测、客户认证与注塑应用”与“改性塑料”行业形成实质覆盖；不是仅凭名称共现建立的关系。"
"2e3dfa28-4950-5192-a46b-5342478be9b9","6a58c6c2-e91c-5a97-8c57-d0e80ad9709e","INPUT_TO","6ccad8e2-1fb0-55d2-a2e9-c3949209feac","industry_chain:heparin_products|chain_node:v2_a53d1889d97f801a2ceaf26aa47b42b5d5c84dab|input_to|chain_node:v1_7717331ef1367f0cab92de6a27db06e5d5738031","","","肝素粗品以材料、产品、数据或专业服务形式直接进入肝素的生产或运营；本边不跨越另一独立中间产品。"
"2e474204-e21c-5381-9cdf-61d062345240","6fdc55cd-0bda-56d5-9e05-45b35ed9f3be","INPUT_TO","fcd316fe-9235-5e3e-862b-90f39a6fe5ba","industry_chain:petroleum_refining_and_petrochemicals|chain_node:v1_86e712acff78e4c00f236d764d62f22ba7db9dea|input_to|chain_node:v2_5b0583238c23416169b9d964f5b197f04f6d10a9","","","冻结节点“炼油化工”在本链表示原油常减压分馏这一综合转化活动，其可独立计量的直馏石脑油馏分直接进入后续加氢与裂解路线。"
"2e65954b-1097-55f8-a2b9-0309b74e1bdd","67f02e58-e1fd-56ff-bad2-37029bb2df56","HAS_NODE","2e65954b-1097-55f8-a2b9-0309b74e1bdd","industry_chain:carbon_black|has_node|chain_node:v1_c236a66878e571c7791a6a2fc885d049d71104cf","downstream","3","冻结链定义明示该经济单元，且一级官方、监管或公司技术资料支持其在炭黑产业链中的直接角色与边界。"
"2e65954b-1097-55f8-a2b9-0309b74e1bdd","8d69a339-31ba-5798-8579-53a4c0595632","HAS_NODE","2e65954b-1097-55f8-a2b9-0309b74e1bdd","industry_chain:carbon_black|has_node|chain_node:v1_cca54b96ed1b9ca7a58b8daed9226537a935bdf2","midstream","2","冻结链定义明示该经济单元，且一级官方、监管或公司技术资料支持其在炭黑产业链中的直接角色与边界。"
"2e65954b-1097-55f8-a2b9-0309b74e1bdd","bb709ccb-1b7d-5fea-af72-2c233cc7385e","HAS_NODE","2e65954b-1097-55f8-a2b9-0309b74e1bdd","industry_chain:carbon_black|has_node|chain_node:v2_41180436124f2a291d39161bd229af03a619ff37","upstream","1","冻结链定义明示该经济单元，且一级官方、监管或公司技术资料支持其在炭黑产业链中的直接角色与边界。"
"2e65954b-1097-55f8-a2b9-0309b74e1bdd","1652c062-f90c-5308-a8ea-7f6e3e1c2883","MAPPED_TO_CONCEPT","2e65954b-1097-55f8-a2b9-0309b74e1bdd","industry_chain:carbon_black|mapped_to_concept|concept:master_v1_4c05cce613a4f1bf","","","经逐条专家复核，产业链目标产出“用于补强、着色和导电的细粒碳材料”、范围“从煤焦油或乙烯焦油等原料油到炉法生产、造粒、包装运输、贸易和橡胶塑料配方应用”及路线/用途“橡胶用、色素用与导电炭黑”与概念“碳基材料”的定义“围绕石墨、石墨烯、碳纤维、活性炭等碳基材料技术和应用形成的跨行业投研概念。”形成实质覆盖；关系不是由名称共现或发现种子自动晋级。"
"2e65954b-1097-55f8-a2b9-0309b74e1bdd","f5fca4bd-6c69-513e-9e31-0592076af665","MAPPED_TO_INDUSTRY","2e65954b-1097-55f8-a2b9-0309b74e1bdd","industry_chain:carbon_black|mapped_to_industry|industry:sw:workbook_snapshot_v1:220603","","","该行业因子直接发现本链，产业链目标产出“用于补强、着色和导电的细粒碳材料”及范围“从煤焦油或乙烯焦油等原料油到炉法生产、造粒、包装运输、贸易和橡胶塑料配方应用”与“炭黑”行业形成实质覆盖；不是仅凭名称共现建立的关系。"
"2e6cccf4-1a30-583c-a556-6778b7639ac4","69e182c1-ef57-5614-8443-af4214170958","INPUT_TO","b94facbd-c045-5719-8d42-f8509bab088f","industry_chain:watches_and_clocks|chain_node:v2_c785f21af909b93228da6be740090c0dc0355ccf|input_to|chain_node:v2_3699ac49932993659ab16bdfb77514e4e5cf489f","","","机械表机芯以材料、产品、数据或专业服务形式直接进入机械表组装测试服务的生产或运营；本边不跨越另一独立中间产品。"
"2e918ccc-1159-5257-896e-58f921d33b49","3f42a6c8-0aa8-5509-80ef-6b29e6af69a2","IS_SUBCATEGORY_OF","","industry:sw:workbook_snapshot_v1:410102|is_subcategory_of|industry:sw:workbook_snapshot_v1:410100","","","Authoritative Industry classification hierarchy"
"2e94079a-c1f8-5f81-9a16-b1968bdb3d1f","262013c8-524a-5f59-8522-dcd7fe08f901","IS_COMPONENT_OF","93cdb2a8-6421-550e-83b4-e9cba6b5e436","industry_chain:mlops_platforms_and_services|chain_node:v2_f88bf3a3f1bb84d5035f6093f45f8498f6efc653|is_component_of|chain_node:v1_d9482180f59e79174eca8f187d2751487abbb564","","","机器学习流水线编排系统在MLOps平台与服务中保留可识别功能、实物、软件或验收边界，是其直接部件或系统组成。"
"2e99ba6d-e2aa-5be3-8f11-208c4649d96e","52c05d0a-5e61-54b5-8a29-3cb3a9703f84","IS_SUBCATEGORY_OF","","industry:sw:workbook_snapshot_v1:360205|is_subcategory_of|industry:sw:workbook_snapshot_v1:360200","","","Authoritative Industry classification hierarchy"
"2ea4b211-69fc-5d62-9f0b-805fdbbde0b7","aa5ac5ac-69e4-5228-a555-19065cf0d93b","HAS_NODE","2ea4b211-69fc-5d62-9f0b-805fdbbde0b7","industry_chain:vocational_education_services|has_node|chain_node:v2_97b7ea85f5fd630ac752f07f241897b86e619021","upstream","1","冻结链scope明确列出“课程”；经行业边界复核，职业课程内容是本链核心经济单元。"
"2ea4b211-69fc-5d62-9f0b-805fdbbde0b7","c728c42b-9e8d-5b62-a4a1-83293789635f","HAS_NODE","2ea4b211-69fc-5d62-9f0b-805fdbbde0b7","industry_chain:vocational_education_services|has_node|chain_node:v2_6371ee3f6687e0cc7c67fc18f914fdb3f6e19075","upstream","1","冻结链scope明确列出“教师”；经行业边界复核，职教师资服务是本链核心经济单元。"
"2ea4b211-69fc-5d62-9f0b-805fdbbde0b7","d1e96b41-1c8f-5664-bb84-cd121a2024f4","HAS_NODE","2ea4b211-69fc-5d62-9f0b-805fdbbde0b7","industry_chain:vocational_education_services|has_node|chain_node:v1_e2cabafc0b54bec930d66d4d61ac7ef6cf54eb58","downstream","2","冻结链target_output明确列出“教育服务”；经行业边界复核，职业教育服务是本链核心经济单元。"
"2ea4b211-69fc-5d62-9f0b-805fdbbde0b7","d7a30a4d-74ed-502d-9338-3efce19e9cfa","HAS_NODE","2ea4b211-69fc-5d62-9f0b-805fdbbde0b7","industry_chain:vocational_education_services|has_node|chain_node:v2_c7c7649039428c0956a1af6580d288148b565639","upstream","1","冻结链scope明确列出“办学资质”；经行业边界复核，职业教育办学许可是本链核心经济单元。"
"2ea4b211-69fc-5d62-9f0b-805fdbbde0b7","e2658060-bfe7-5bde-8fe0-9f5a4cf435c3","HAS_NODE","2ea4b211-69fc-5d62-9f0b-805fdbbde0b7","industry_chain:vocational_education_services|has_node|chain_node:v2_520d21ac5d03c65a818a264ea46015adbcbe30bb","upstream","1","冻结链scope明确列出“实训设备”；经行业边界复核，职业教育实训设备是本链核心经济单元。"
"2ea4b211-69fc-5d62-9f0b-805fdbbde0b7","fbd4443d-daba-5843-957f-2972abb80ee9","HAS_NODE","2ea4b211-69fc-5d62-9f0b-805fdbbde0b7","industry_chain:vocational_education_services|has_node|chain_node:v2_8869ff882c9b763267c3e442c607a55a802e6b4a","upstream","1","冻结链scope明确列出“考试认证”；经行业边界复核，职业技能考试认证服务是本链核心经济单元。"
"2ea4b211-69fc-5d62-9f0b-805fdbbde0b7","26e08832-1b0c-5610-955a-2f3091c11e92","MAPPED_TO_INDUSTRY","2ea4b211-69fc-5d62-9f0b-805fdbbde0b7","industry_chain:vocational_education_services|mapped_to_industry|industry:sw:workbook_snapshot_v1:461102","","","经受控语义复核，产业链目标产出“面向就业和岗位能力提供职业学历或技能培训的教育服务”及范围“从办学资质、教师、课程、实训设备和数字平台到招生、教学、实训、考试认证、就业服务与续学”与“培训教育”行业形成实质覆盖；不是仅凭名称共现建立的关系。"
"2ea88a03-1045-57df-a7bb-67d4e4ba54ae","03d36e6a-20bf-57f4-8b27-d19a7e1633b0","HAS_NODE","2ea88a03-1045-57df-a7bb-67d4e4ba54ae","industry_chain:theme_park_and_manmade_attraction_operations|has_node|chain_node:v2_d249b1e82009823f5fe94d2d53b1707b97842be0","upstream","1","冻结链scope界定“从IP内容、规划设计、游乐设备、工程建设和票务系统到景区运营、演艺、餐饮零售、酒店与营销”，并完成节点边界及直接经济作用复核；主题IP内容授权服务是该选定路线的核心可观测经济单元。"
"2ea88a03-1045-57df-a7bb-67d4e4ba54ae","061bd82d-65f6-5162-9adf-63dbdfd7eae1","HAS_NODE","2ea88a03-1045-57df-a7bb-67d4e4ba54ae","industry_chain:theme_park_and_manmade_attraction_operations|has_node|chain_node:v2_9f3080728daf6ce7edc7f0bdb7913636c329db8f","upstream","1","冻结链scope界定“从IP内容、规划设计、游乐设备、工程建设和票务系统到景区运营、演艺、餐饮零售、酒店与营销”，并完成节点边界及直接经济作用复核；主题公园规划设计服务是该选定路线的核心可观测经济单元。"
"2ea88a03-1045-57df-a7bb-67d4e4ba54ae","264dc078-a2b6-55c7-9149-7dfd6c2fcdf8","HAS_NODE","2ea88a03-1045-57df-a7bb-67d4e4ba54ae","industry_chain:theme_park_and_manmade_attraction_operations|has_node|chain_node:v2_ff09c1e413ddb149f653f6801f17fe48105d5f8f","upstream","1","冻结链scope界定“从IP内容、规划设计、游乐设备、工程建设和票务系统到景区运营、演艺、餐饮零售、酒店与营销”，并完成节点边界及直接经济作用复核；主题公园票务系统是该选定路线的核心可观测经济单元。"
"2ea88a03-1045-57df-a7bb-67d4e4ba54ae","329fe3d7-3d26-5c3e-907a-1fb3748c8614","HAS_NODE","2ea88a03-1045-57df-a7bb-67d4e4ba54ae","industry_chain:theme_park_and_manmade_attraction_operations|has_node|chain_node:v2_9884f2c05e1828542d6b95e79841608851cd57b9","downstream","3","冻结链scope界定“从IP内容、规划设计、游乐设备、工程建设和票务系统到景区运营、演艺、餐饮零售、酒店与营销”，并完成节点边界及直接经济作用复核；主题公园运营服务是该选定路线的核心可观测经济单元。"
"2ea88a03-1045-57df-a7bb-67d4e4ba54ae","a2f832a5-1dac-50bb-ba4c-90d51ae382fc","HAS_NODE","2ea88a03-1045-57df-a7bb-67d4e4ba54ae","industry_chain:theme_park_and_manmade_attraction_operations|has_node|chain_node:v2_aaacff25daeb41e70d51be9bf788d58db913e9cf","upstream","1","冻结链scope界定“从IP内容、规划设计、游乐设备、工程建设和票务系统到景区运营、演艺、餐饮零售、酒店与营销”，并完成节点边界及直接经济作用复核；大型游乐设施是该选定路线的核心可观测经济单元。"
"2ea88a03-1045-57df-a7bb-67d4e4ba54ae","ccfbf145-98b3-5386-bf62-df43b4273fbf","HAS_NODE","2ea88a03-1045-57df-a7bb-67d4e4ba54ae","industry_chain:theme_park_and_manmade_attraction_operations|has_node|chain_node:v2_1f8d581ddd9911bd9e0dd026bf27ef7d422f6a14","midstream","2","冻结链scope界定“从IP内容、规划设计、游乐设备、工程建设和票务系统到景区运营、演艺、餐饮零售、酒店与营销”，并完成节点边界及直接经济作用复核；主题公园园区基础设施是该选定路线的核心可观测经济单元。"
"2ea88a03-1045-57df-a7bb-67d4e4ba54ae","1c52d8b5-04ec-534f-8bd2-23f5f1ced2d2","MAPPED_TO_INDUSTRY","2ea88a03-1045-57df-a7bb-67d4e4ba54ae","industry_chain:theme_park_and_manmade_attraction_operations|mapped_to_industry|industry:sw:workbook_snapshot_v1:461002","","","该行业因子直接发现本链，产业链目标产出“通过主题内容、游乐设施和演艺活动提供目的地游览体验”及范围“从IP内容、规划设计、游乐设备、工程建设和票务系统到景区运营、演艺、餐饮零售、酒店与营销”与“人工景区”行业形成实质覆盖；不是仅凭名称共现建立的关系。"
"2eb298f0-961d-5c73-ad9c-b7d463911d70","097d4fa8-0866-5b7b-8fe4-c3b7e3d30e41","DEPENDS_ON","56797eda-07b0-5737-94f6-bca4ae3d4209","industry_chain:integrated_energy_management_services|chain_node:v1_fef1c9e414b55a19c93e5c805a9a62a05bb60831|depends_on|chain_node:v2_c199e284a1ac76ab6f0f09443df559bc91cf7226","","","电能综合服务的持续生产或交付依赖分布式光储充系统这一专用设备、基础设施、软件、认证或专业能力；后者不成为其物料组成。"
"2eb298f0-961d-5c73-ad9c-b7d463911d70","a642323e-1ea2-5dc9-9a51-73c9761e2a77","DEPENDS_ON","56797eda-07b0-5737-94f6-bca4ae3d4209","industry_chain:integrated_energy_management_services|chain_node:v1_fef1c9e414b55a19c93e5c805a9a62a05bb60831|depends_on|chain_node:v2_1913974666dcf340ee453c546c7ab96a72d1273b","","","电能综合服务的持续生产或交付依赖能源管理平台这一专用设备、基础设施、软件、认证或专业能力；后者不成为其物料组成。"
"2ec27a7d-a0e7-5e54-abf4-dc1047e346cc","1388bd38-ed27-5ae2-a519-cb444ecd5a8b","INPUT_TO","45cd86b9-afc1-5cf8-b75b-df2b044cfd34","industry_chain:software_as_a_service|chain_node:v2_657839e1b61b0107e67aa7eca06d8438d49b73ae|input_to|chain_node:v1_b17e1110ce9054f2d46de11316ec01716e098e38","","","多租户SaaS应用研发服务以可采购材料、产品、数据、权利或专业服务形态直接进入软件云服务（SaaS）的生产或运营，本边不跨越另一独立中间经济单元。"
"2edbbc83-22f5-577b-996d-23c9f5cf6395","72ad5654-b71d-59a4-9264-d07c3139c3b7","DEPENDS_ON","b2eda08b-1f3f-5cba-92bd-c461bb132278","industry_chain:airport_operations|chain_node:v1_dde7f973f79bd67fc8f966fb5f4b315078fa736c|depends_on|chain_node:v2_163e4f07dff5cd5d697c52a15a3f7eb1028f9e44","","","机场运营的生产或持续运营依赖机场基础设施这一专用设备、基础设施、软件或专业能力。"
"2edbbc83-22f5-577b-996d-23c9f5cf6395","afc64c30-6bb2-50e3-8f4a-83a37797691d","INPUT_TO","39f1d3bc-8685-54df-8db3-18f56cf1bb51","industry_chain:air_transport_services|chain_node:v1_dde7f973f79bd67fc8f966fb5f4b315078fa736c|input_to|chain_node:v1_f166c310dfe6f00d9b7fb3a1eb4b33594df98fc4","","","机场运营作为材料、设备输出或专业服务直接进入航空运输服务的生产或运营。"
"2edbbc83-22f5-577b-996d-23c9f5cf6395","afc64c30-6bb2-50e3-8f4a-83a37797691d","INPUT_TO","b2eda08b-1f3f-5cba-92bd-c461bb132278","industry_chain:airport_operations|chain_node:v1_dde7f973f79bd67fc8f966fb5f4b315078fa736c|input_to|chain_node:v1_f166c310dfe6f00d9b7fb3a1eb4b33594df98fc4","","","机场运营作为材料、设备输出或专业服务直接进入航空运输服务的生产或运营。"
"2eef8f19-a9a9-537a-a95a-aaf34f9a28f4","3faf8611-31a0-50d3-8116-ae2ab8921af9","HAS_NODE","2eef8f19-a9a9-537a-a95a-aaf34f9a28f4","industry_chain:high_speed_rail_traction_power_supply|has_node|chain_node:v1_e3dde9f0b1ecb5d7161517b2160c7337246db16a","downstream","4","冻结链target_output明确列出“高速列车”；经行业边界复核，高速动车组是本链核心经济单元。"
"2eef8f19-a9a9-537a-a95a-aaf34f9a28f4","767d2bc8-9d54-5944-bc8a-db4492e79533","HAS_NODE","2eef8f19-a9a9-537a-a95a-aaf34f9a28f4","industry_chain:high_speed_rail_traction_power_supply|has_node|chain_node:v1_b11361977083212967420d245386b1561b2f4402","midstream","3","冻结链target_output明确列出“供电系统”；经行业边界复核，高铁牵引供电系统是本链核心经济单元。"
"2eef8f19-a9a9-537a-a95a-aaf34f9a28f4","993290bb-099a-58ea-ac55-ace0d21b1e11","HAS_NODE","2eef8f19-a9a9-537a-a95a-aaf34f9a28f4","industry_chain:high_speed_rail_traction_power_supply|has_node|chain_node:v2_260f0a877202b8c8edc7afdb9732021c8f5797b7","upstream","2","冻结链scope明确列出“接触网”；经行业边界复核，接触网是本链核心经济单元。"
"2eef8f19-a9a9-537a-a95a-aaf34f9a28f4","a891d966-06d0-5978-ae00-02fdbb30918e","HAS_NODE","2eef8f19-a9a9-537a-a95a-aaf34f9a28f4","industry_chain:high_speed_rail_traction_power_supply|has_node|chain_node:v2_c19184952f0eeac0885f14071d45c361dc8b0937","midstream","2","冻结链scope明确列出“牵引变电站”；经行业边界复核，牵引变电站是本链核心经济单元。"
"2eef8f19-a9a9-537a-a95a-aaf34f9a28f4","b0049a5d-39f4-5ea1-a3d5-652200302a77","HAS_NODE","2eef8f19-a9a9-537a-a95a-aaf34f9a28f4","industry_chain:high_speed_rail_traction_power_supply|has_node|chain_node:v2_637c0c7baf0ae59bb89595246519e81035ecd820","upstream","1","冻结链scope明确列出“变压器”；经行业边界复核，牵引变压器是本链核心经济单元。"
"2eef8f19-a9a9-537a-a95a-aaf34f9a28f4","4e363c83-3ffa-5eb4-833d-1ec1a6921fee","MAPPED_TO_CONCEPT","2eef8f19-a9a9-537a-a95a-aaf34f9a28f4","industry_chain:high_speed_rail_traction_power_supply|mapped_to_concept|concept:master_v1_9c0cd8bd60bc21d5","","","经逐条专家复核，产业链目标产出“向高速列车提供稳定牵引电能的供电系统”、范围“从变压器、开关、电缆、接触网、绝缘器件、监控和保护到牵引变电站、接触网工程、测试与维护”及路线/用途“交流牵引供电与智能监测”与概念“高铁”的定义“围绕高速铁路建设、装备、信号、供电和运营形成的跨行业市场主题。”形成实质覆盖；关系不是由名称共现或发现种子自动晋级。"
"2eef8f19-a9a9-537a-a95a-aaf34f9a28f4","6edaa82b-c7c2-5389-9f13-d59cb34eaf4c","MAPPED_TO_INDUSTRY","2eef8f19-a9a9-537a-a95a-aaf34f9a28f4","industry_chain:high_speed_rail_traction_power_supply|mapped_to_industry|industry:sw:workbook_snapshot_v1:640501","","","经受控语义复核，产业链目标产出“向高速列车提供稳定牵引电能的供电系统”及范围“从变压器、开关、电缆、接触网、绝缘器件、监控和保护到牵引变电站、接触网工程、测试与维护”与“轨交设备Ⅲ”行业形成实质覆盖；不是仅凭名称共现建立的关系。"
"2efb26cc-5950-58fc-8e23-85671e261484","dfa5d3d0-1f31-53d8-81ca-5e6b43c06298","INPUT_TO","f132c782-e972-58d1-b117-929313f90cf3","industry_chain:hospital_medical_services|chain_node:v2_afb76dd5b95c31b8d07cd5a6ec90716632c198f9|input_to|chain_node:v1_41deb734126905ecfd6701e52ef1c36d097cb4c4","","","医护专业服务以材料、产品、数据或专业服务形式直接进入医院医疗服务的生产或运营；本边不跨越另一独立中间产品。"
"2f023aaa-91c1-5ca0-aa19-0a915ed40bb7","d39880ce-c932-5e9e-966a-446852eee175","IS_SUBCATEGORY_OF","","industry:sw:workbook_snapshot_v1:330201|is_subcategory_of|industry:sw:workbook_snapshot_v1:330200","","","Authoritative Industry classification hierarchy"
"2f15e397-7666-5310-a01e-2df28f5af234","b4638201-1d51-592f-9c42-a020c708ac9c","IS_SUBCATEGORY_OF","","chain_node_relation:cf8082da-4b18-5d8f-8ea1-af4e2953ddaa","","","“氮化镓”的全部稳定语义实例均落入“半导体材料”的冻结类别边界，关系方向为子类到父类。"
"2f54384e-52e9-57bb-bd1a-32cfd3e77208","48b15b16-884b-569f-849e-896b507c8cf5","IS_COMPONENT_OF","689a9bfc-0691-5f5c-84aa-856265931ce6","industry_chain:industrial_machine_vision_systems|chain_node:v2_f52422586d74dd9a1da2b009a3678116c81841ca|is_component_of|chain_node:v1_77b33a32ec4fb866c269416b923e4ee9a10f4c7b","","","工业相机在机器视觉系统中保留可识别的功能、实物或验收边界，是其直接部件或系统组成。"
"2f6199d6-e01f-5fc3-9e35-43113d25fdcb","4379b894-76d6-5c22-a95e-fa870400846a","IS_COMPONENT_OF","e82a9f58-cd4f-5b62-bcbc-542e5e9ceed2","industry_chain:smart_speakers|chain_node:v2_3ab3a74b655199e6d6a853c545502b303f4b6083|is_component_of|chain_node:v1_4316120415a6b77396ee325bed1792436a56a454","","","智能音箱无线通信模组在智能音箱中保留可识别的功能、实物或验收边界，是其直接部件或系统组成。"
"2f71d1e7-e5db-524f-adef-5cb1e66bc897","d7af4fef-b2ed-5f4d-8103-f2e4e9574688","INPUT_TO","d4845dd7-487e-556e-a1db-435e2b53843e","industry_chain:brand_marketing_consulting_services|chain_node:v1_36ed67e867e79dd55f4572ae78816cb56413cfc1|input_to|chain_node:v1_d50c6bc6ab403430bf02789b8e4e38682b13ea51","","","品牌营销咨询服务作为合格材料、设备输出或专业服务，直接进入营销代理服务的生产、集成或运营。"
"2f8330cb-7b1e-5ca8-b919-d8fe49c5dc96","3332dd6b-7300-5b47-a00d-c8a565147b7c","INPUT_TO","c90734c6-fab2-5214-9d0c-d3fd68640a3f","industry_chain:procurement_execution_services|chain_node:v2_d3ee3e125b99172b5e2112057f60cb478c64eb00|input_to|chain_node:v1_5a1061d60dfc21c3c8a24b22e95acfd684f2b3eb","","","采购质量验收服务以材料、产品、数据、权利或专业服务交付物形式直接进入采购执行服务；本边不跨越另一可独立采购或验收的中间节点。"
"2fb41674-3f71-591b-9893-fcbe9da9d75b","41a80020-1e83-5611-8fea-ad1db08acfed","IS_COMPONENT_OF","8738de1e-810e-5f1a-af5e-ed55a6e827ea","industry_chain:security_and_surveillance_equipment|chain_node:v2_e886fd77d6f7eda536d9c4c5afb66f91945940e6|is_component_of|chain_node:v2_31f57a698da1d1f4f45921eaaa16ce9688a4c766","","","综合安防管理平台在综合安防监控系统中保留可识别的功能、实物或验收边界，是其直接部件或系统组成。"
"2fc0de40-d0cb-5cf0-8103-6d5a4f4c13b8","123e51c3-de20-5bec-b2da-389a5ce36200","DEPENDS_ON","137d3993-181b-5f9f-8d4d-f3f16ef8820f","industry_chain:local_consumer_services_platforms|chain_node:v2_526660d585a699333cc29b127d8679ad384c629a|depends_on|chain_node:v1_2d88cdc8fd6ddef5d80e39bb1d78a096aa417023","","","本地生活服务平台的持续生产、运行或交付依赖移动支付服务这一设备、基础设施、软件、平台、认证或专业能力，后者不成为产品物料。"
"2fc0de40-d0cb-5cf0-8103-6d5a4f4c13b8","3bd75951-9135-5d8b-9cf3-002cc2fb6f75","DEPENDS_ON","137d3993-181b-5f9f-8d4d-f3f16ef8820f","industry_chain:local_consumer_services_platforms|chain_node:v2_526660d585a699333cc29b127d8679ad384c629a|depends_on|chain_node:v2_5482b545502a04ebc37b50a7f80bcafe04dc430c","","","本地生活服务平台的持续生产、运行或交付依赖地图定位服务这一设备、基础设施、软件、平台、认证或专业能力，后者不成为产品物料。"
"2fd0e7d7-7273-5b86-8433-48bf39cecca7","d7af4fef-b2ed-5f4d-8103-f2e4e9574688","INPUT_TO","dd0772a1-e688-58c9-9556-5280cb10cbaf","industry_chain:marketing_and_advertising_agency_services|chain_node:v2_a4bd2403fad7315a0e7902bef3ba5b2514385b01|input_to|chain_node:v1_d50c6bc6ab403430bf02789b8e4e38682b13ea51","","","媒介采购服务以可采购材料、产品、数据或专业服务形态直接进入营销代理服务的生产或运营，本边不跨越另一独立中间经济单元。"
"2fd26315-54b2-53be-a358-f72aef9c6f56","253eaa32-716e-5e0d-9685-c7588880a911","HAS_NODE","2fd26315-54b2-53be-a358-f72aef9c6f56","industry_chain:polyester_fibers|has_node|chain_node:v2_c65c89d8df27720e740d7107ccceccedf1faacd4","downstream","5","冻结链scope界定“从原油、PX、PTA和乙二醇到聚酯切片、纺丝、加弹、织造、染整与制品应用”，并完成节点边界及直接经济作用复核；涤纶加弹丝（DTY）是该选定路线的核心可观测经济单元。"
"2fd26315-54b2-53be-a358-f72aef9c6f56","3da96f44-8f6d-5b8a-bf57-58453ef81024","HAS_NODE","2fd26315-54b2-53be-a358-f72aef9c6f56","industry_chain:polyester_fibers|has_node|chain_node:v2_f18d6a9e92788c5f6164a20dfd73039c78587b1c","midstream","4","冻结链scope界定“从原油、PX、PTA和乙二醇到聚酯切片、纺丝、加弹、织造、染整与制品应用”，并完成节点边界及直接经济作用复核；涤纶预取向丝（POY）是该选定路线的核心可观测经济单元。"
"2fd26315-54b2-53be-a358-f72aef9c6f56","7d980b48-271f-5ca6-bcfe-5997c58a0dbc","HAS_NODE","2fd26315-54b2-53be-a358-f72aef9c6f56","industry_chain:polyester_fibers|has_node|chain_node:v2_58055fb18d802170c4fe34443a6b78a7298a8b12","midstream","3","冻结链scope界定“从原油、PX、PTA和乙二醇到聚酯切片、纺丝、加弹、织造、染整与制品应用”，并完成节点边界及直接经济作用复核；涤纶熔融纺丝服务是该选定路线的核心可观测经济单元。"
"2fd26315-54b2-53be-a358-f72aef9c6f56","a91e271c-8666-520e-b8e5-60c062c61bf9","HAS_NODE","2fd26315-54b2-53be-a358-f72aef9c6f56","industry_chain:polyester_fibers|has_node|chain_node:v2_9104ea393a76061d0e8b475000ebf2d4017f2e92","midstream","2","冻结链scope界定“从原油、PX、PTA和乙二醇到聚酯切片、纺丝、加弹、织造、染整与制品应用”，并完成节点边界及直接经济作用复核；纤维级聚酯熔体是该选定路线的核心可观测经济单元。"
"2fd26315-54b2-53be-a358-f72aef9c6f56","b541f781-b478-5d57-bae8-f03da1d664e3","HAS_NODE","2fd26315-54b2-53be-a358-f72aef9c6f56","industry_chain:polyester_fibers|has_node|chain_node:v2_3555514d14d58d62fb3cf185d680b37a56bdc6c8","upstream","1","冻结链scope界定“从原油、PX、PTA和乙二醇到聚酯切片、纺丝、加弹、织造、染整与制品应用”，并完成节点边界及直接经济作用复核；精对苯二甲酸（PTA）是该选定路线的核心可观测经济单元。"
"2fd26315-54b2-53be-a358-f72aef9c6f56","f1afaab9-5c0d-5a64-9f34-2ca5ca82778e","HAS_NODE","2fd26315-54b2-53be-a358-f72aef9c6f56","industry_chain:polyester_fibers|has_node|chain_node:v2_ad93e2d04524e8936ff760d27e6520cdcb091c9c","upstream","1","冻结链scope界定“从原油、PX、PTA和乙二醇到聚酯切片、纺丝、加弹、织造、染整与制品应用”，并完成节点边界及直接经济作用复核；乙二醇（MEG）是该选定路线的核心可观测经济单元。"
"2fd26315-54b2-53be-a358-f72aef9c6f56","6b2dc8e2-0cb2-5760-a34d-63662c769b60","MAPPED_TO_INDUSTRY","2fd26315-54b2-53be-a358-f72aef9c6f56","industry_chain:polyester_fibers|mapped_to_industry|industry:sw:workbook_snapshot_v1:220401","","","该行业因子直接发现本链，产业链目标产出“以聚酯为原料生产的长丝、短纤和工业丝”及范围“从原油、PX、PTA和乙二醇到聚酯切片、纺丝、加弹、织造、染整与制品应用”与“涤纶”行业形成实质覆盖；不是仅凭名称共现建立的关系。"
